mean_no2,n_valid,time,valid_fraction
,0,2019-10-05T10:37,0.0
,0,2019-10-05T12:19,0.0
,0,2019-10-05T14:00,0.0
,0,2019-10-05T15:42,0.0
,0,2019-10-05T17:23,0.0
,0,2019-10-05T19:05,0.0
,0,2019-10-05T20:46,0.0
,0,2019-10-05T22:28,0.0
,0,2019-10-06T00:09,0.0
,0,2019-10-06T01:51,0.0
,0,2019-10-06T03:32,0.0
,0,2019-10-06T05:14,0.0
2.9507524232030843e-05,9,2019-10-06T06:55,0.04072398190045249
,0,2019-10-06T08:37,0.0
,0,2019-10-06T10:18,0.0
,0,2019-10-06T12:00,0.0
,0,2019-10-06T13:41,0.0
,0,2019-10-06T15:23,0.0
,0,2019-10-06T17:04,0.0
,0,2019-10-06T18:46,0.0
,0,2019-10-06T20:27,0.0
,0,2019-10-06T22:09,0.0
,0,2019-10-06T23:50,0.0
,0,2019-10-07T01:32,0.0
,0,2019-10-07T03:13,0.0
,0,2019-10-07T04:55,0.0
,0,2019-10-07T06:36,0.0
3.7588069152807056e-05,14,2019-10-07T08:18,0.06334841628959276
,0,2019-10-07T09:59,0.0
,0,2019-10-07T11:41,0.0
,0,2019-10-07T13:22,0.0
,0,2019-10-07T15:04,0.0
,0,2019-10-07T16:45,0.0
,0,2019-10-07T18:27,0.0
,0,2019-10-07T20:08,0.0
,0,2019-10-07T21:50,0.0
,0,2019-10-07T23:31,0.0
,0,2019-10-08T01:13,0.0
,0,2019-10-08T02:54,0.0
,0,2019-10-08T04:36,0.0
,0,2019-10-08T06:17,0.0
3.3878474033242696e-05,271,2019-10-08T07:59,1.2262443438914028
,0,2019-10-08T09:40,0.0
,0,2019-10-08T11:22,0.0
,0,2019-10-08T13:03,0.0
,0,2019-10-08T14:45,0.0
,0,2019-10-08T16:26,0.0
,0,2019-10-08T18:08,0.0
,0,2019-10-08T19:49,0.0
,0,2019-10-08T21:30,0.0
,0,2019-10-08T23:12,0.0
,0,2019-10-09T00:53,0.0
,0,2019-10-09T02:35,0.0
,0,2019-10-09T04:16,0.0
,0,2019-10-09T05:58,0.0
4.369257806594118e-05,265,2019-10-09T07:39,1.1990950226244343
,0,2019-10-09T09:21,0.0
,0,2019-10-09T11:02,0.0
,0,2019-10-09T12:44,0.0
,0,2019-10-09T14:25,0.0
,0,2019-10-09T16:07,0.0
,0,2019-10-09T17:48,0.0
,0,2019-10-09T19:30,0.0
,0,2019-10-09T21:11,0.0
,0,2019-10-09T22:53,0.0
,0,2019-10-10T00:34,0.0
,0,2019-10-10T02:16,0.0
,0,2019-10-10T03:57,0.0
,0,2019-10-10T05:39,0.0
4.25350193482072e-05,237,2019-10-10T07:20,1.0723981900452488
,0,2019-10-10T09:02,0.0
,0,2019-10-10T10:43,0.0
,0,2019-10-10T12:25,0.0
,0,2019-10-10T14:06,0.0
,0,2019-10-10T15:48,0.0
,0,2019-10-10T17:29,0.0
,0,2019-10-10T19:11,0.0
,0,2019-10-10T20:52,0.0
,0,2019-10-10T22:34,0.0
,0,2019-10-11T00:15,0.0
,0,2019-10-11T01:57,0.0
,0,2019-10-11T03:38,0.0
,0,2019-10-11T05:20,0.0
3.3743019585163954e-05,271,2019-10-11T07:01,1.2262443438914028
,0,2019-10-11T08:43,0.0
,0,2019-10-11T10:24,0.0
,0,2019-10-11T12:06,0.0
,0,2019-10-11T13:47,0.0
,0,2019-10-11T15:29,0.0
,0,2019-10-11T17:10,0.0
,0,2019-10-11T18:52,0.0
,0,2019-10-11T20:33,0.0
,0,2019-10-11T22:15,0.0
,0,2019-10-11T23:56,0.0
,0,2019-10-12T01:38,0.0
,0,2019-10-12T03:19,0.0
,0,2019-10-12T05:01,0.0
,0,2019-10-12T06:42,0.0
3.894668845397261e-05,244,2019-10-12T08:24,1.1040723981900453
,0,2019-10-12T10:05,0.0
,0,2019-10-12T11:46,0.0
,0,2019-10-12T13:28,0.0
,0,2019-10-12T15:09,0.0
,0,2019-10-12T16:51,0.0
,0,2019-10-12T18:32,0.0
,0,2019-10-12T20:14,0.0
,0,2019-10-12T21:55,0.0
,0,2019-10-12T23:37,0.0
,0,2019-10-13T01:18,0.0
,0,2019-10-13T03:00,0.0
,0,2019-10-13T04:41,0.0
,0,2019-10-13T06:23,0.0
2.839761858803752e-05,149,2019-10-13T08:04,0.6742081447963801
,0,2019-10-13T09:46,0.0
,0,2019-10-13T11:27,0.0
,0,2019-10-13T13:09,0.0
,0,2019-10-13T14:50,0.0
,0,2019-10-13T16:32,0.0
,0,2019-10-13T18:13,0.0
,0,2019-10-13T19:55,0.0
,0,2019-10-13T21:36,0.0
,0,2019-10-13T23:18,0.0
,0,2019-10-14T00:59,0.0
,0,2019-10-14T02:41,0.0
,0,2019-10-14T04:22,0.0
,0,2019-10-14T06:04,0.0
3.809938372602562e-05,262,2019-10-14T07:45,1.1855203619909502
,0,2019-10-14T09:27,0.0
,0,2019-10-14T11:08,0.0
,0,2019-10-14T12:50,0.0
,0,2019-10-14T14:31,0.0
,0,2019-10-14T16:13,0.0
,0,2019-10-14T17:54,0.0
,0,2019-10-14T19:36,0.0
,0,2019-10-14T21:17,0.0
,0,2019-10-14T22:59,0.0
,0,2019-10-15T00:40,0.0
,0,2019-10-15T02:22,0.0
,0,2019-10-15T04:03,0.0
,0,2019-10-15T05:45,0.0
3.8433874793243936e-05,271,2019-10-15T07:26,1.2262443438914028
,0,2019-10-15T09:08,0.0
,0,2019-10-15T10:49,0.0
,0,2019-10-15T12:31,0.0
,0,2019-10-15T14:12,0.0
,0,2019-10-15T15:54,0.0
,0,2019-10-15T17:35,0.0
,0,2019-10-15T19:17,0.0
,0,2019-10-15T20:58,0.0
,0,2019-10-15T22:39,0.0
,0,2019-10-16T00:21,0.0
,0,2019-10-16T02:03,0.0
,0,2019-10-16T03:44,0.0
,0,2019-10-16T05:25,0.0
3.8183164556636726e-05,258,2019-10-16T07:07,1.167420814479638
,0,2019-10-16T08:48,0.0
,0,2019-10-16T10:30,0.0
,0,2019-10-16T12:11,0.0
,0,2019-10-16T13:53,0.0
,0,2019-10-16T15:34,0.0
,0,2019-10-16T17:16,0.0
,0,2019-10-16T18:57,0.0
,0,2019-10-16T20:39,0.0
,0,2019-10-16T22:20,0.0
,0,2019-10-17T00:02,0.0
,0,2019-10-17T01:43,0.0
,0,2019-10-17T03:25,0.0
,0,2019-10-17T05:06,0.0
,0,2019-10-17T06:48,0.0
4.472087788168723e-05,80,2019-10-17T08:29,0.36199095022624433
,0,2019-10-17T10:11,0.0
,0,2019-10-17T11:52,0.0
,0,2019-10-17T13:34,0.0
,0,2019-10-17T15:15,0.0
,0,2019-10-17T16:57,0.0
,0,2019-10-17T18:38,0.0
,0,2019-10-17T20:20,0.0
,0,2019-10-17T22:01,0.0
,0,2019-10-17T23:43,0.0
,0,2019-10-18T01:24,0.0
,0,2019-10-18T03:06,0.0
,0,2019-10-18T04:47,0.0
,0,2019-10-18T06:29,0.0
,0,2019-10-18T08:10,0.0
,0,2019-10-18T09:52,0.0
,0,2019-10-18T11:33,0.0
,0,2019-10-18T13:15,0.0
,0,2019-10-18T14:56,0.0
,0,2019-10-18T16:38,0.0
,0,2019-10-18T18:19,0.0
,0,2019-10-18T20:01,0.0
,0,2019-10-18T21:42,0.0
,0,2019-10-18T23:24,0.0
,0,2019-10-19T01:05,0.0
,0,2019-10-19T02:47,0.0
,0,2019-10-19T04:28,0.0
,0,2019-10-19T06:10,0.0
,0,2019-10-19T07:51,0.0
,0,2019-10-19T09:33,0.0
,0,2019-10-19T11:14,0.0
,0,2019-10-19T12:56,0.0
,0,2019-10-19T14:37,0.0
,0,2019-10-19T16:18,0.0
,0,2019-10-19T18:00,0.0
,0,2019-10-19T19:41,0.0
,0,2019-10-19T21:23,0.0
,0,2019-10-19T23:04,0.0
,0,2019-10-20T00:46,0.0
,0,2019-10-20T02:27,0.0
,0,2019-10-20T04:09,0.0
,0,2019-10-20T05:50,0.0
,0,2019-10-20T07:32,0.0
,0,2019-10-20T09:13,0.0
,0,2019-10-20T10:55,0.0
,0,2019-10-20T12:36,0.0
,0,2019-10-20T14:18,0.0
,0,2019-10-20T15:59,0.0
,0,2019-10-20T17:41,0.0
,0,2019-10-20T20:09,0.0
,0,2019-10-20T21:04,0.0
,0,2019-10-20T22:45,0.0
,0,2019-10-21T00:27,0.0
,0,2019-10-21T02:08,0.0
,0,2019-10-21T03:50,0.0
,0,2019-10-21T05:31,0.0
,0,2019-10-21T07:13,0.0
,0,2019-10-21T08:54,0.0
,0,2019-10-21T10:36,0.0
,0,2019-10-21T12:17,0.0
,0,2019-10-21T13:59,0.0
,0,2019-10-21T15:40,0.0
,0,2019-10-21T17:22,0.0
,0,2019-10-21T19:03,0.0
,0,2019-10-21T20:45,0.0
,0,2019-10-21T22:26,0.0
,0,2019-10-22T00:08,0.0
,0,2019-10-22T01:49,0.0
,0,2019-10-22T03:31,0.0
,0,2019-10-22T05:12,0.0
,0,2019-10-22T06:54,0.0
,0,2019-10-22T08:35,0.0
,0,2019-10-22T10:17,0.0
,0,2019-10-22T11:58,0.0
,0,2019-10-22T13:40,0.0
,0,2019-10-22T15:21,0.0
,0,2019-10-22T17:03,0.0
,0,2019-10-22T18:44,0.0
,0,2019-10-22T20:26,0.0
,0,2019-10-22T22:07,0.0
,0,2019-10-22T23:49,0.0
,0,2019-10-23T01:30,0.0
,0,2019-10-23T03:12,0.0
,0,2019-10-23T04:53,0.0
,0,2019-10-23T06:35,0.0
,0,2019-10-23T08:16,0.0
,0,2019-10-23T09:57,0.0
,0,2019-10-23T11:39,0.0
,0,2019-10-23T13:20,0.0
,0,2019-10-23T15:02,0.0
,0,2019-10-23T16:43,0.0
,0,2019-10-23T18:25,0.0
,0,2019-10-23T20:06,0.0
,0,2019-10-23T21:48,0.0
,0,2019-10-23T23:29,0.0
,0,2019-10-24T01:11,0.0
,0,2019-10-24T02:52,0.0
,0,2019-10-24T04:34,0.0
,0,2019-10-24T06:15,0.0
,0,2019-10-24T07:57,0.0
,0,2019-10-24T09:38,0.0
,0,2019-10-24T11:20,0.0
,0,2019-10-24T13:01,0.0
,0,2019-10-24T14:43,0.0
,0,2019-10-24T16:24,0.0
,0,2019-10-24T18:06,0.0
,0,2019-10-24T19:47,0.0
,0,2019-10-24T21:29,0.0
,0,2019-10-24T23:10,0.0
,0,2019-10-25T00:52,0.0
,0,2019-10-25T02:33,0.0
,0,2019-10-25T04:15,0.0
,0,2019-10-25T05:56,0.0
,0,2019-10-25T07:38,0.0
,0,2019-10-25T09:19,0.0
,0,2019-10-25T11:01,0.0
,0,2019-10-25T12:42,0.0
,0,2019-10-25T14:24,0.0
,0,2019-10-25T16:05,0.0
,0,2019-10-25T17:47,0.0
,0,2019-10-25T19:28,0.0
,0,2019-10-25T21:10,0.0
,0,2019-10-25T22:51,0.0
,0,2019-10-26T00:33,0.0
,0,2019-10-26T02:14,0.0
,0,2019-10-26T03:56,0.0
,0,2019-10-26T05:37,0.0
,0,2019-10-26T07:19,0.0
,0,2019-10-26T09:00,0.0
,0,2019-10-26T10:42,0.0
,0,2019-10-26T12:23,0.0
,0,2019-10-26T14:05,0.0
,0,2019-10-26T15:46,0.0
,0,2019-10-26T17:28,0.0
,0,2019-10-26T19:09,0.0
,0,2019-10-26T20:50,0.0
,0,2019-10-26T22:32,0.0
,0,2019-10-27T00:13,0.0
,0,2019-10-27T01:55,0.0
,0,2019-10-27T03:36,0.0
,0,2019-10-27T05:18,0.0
2.364073528903985e-05,75,2019-10-27T06:59,0.3393665158371041
,0,2019-10-27T08:41,0.0
,0,2019-10-27T10:22,0.0
,0,2019-10-27T12:04,0.0
,0,2019-10-27T13:45,0.0
,0,2019-10-27T15:27,0.0
,0,2019-10-27T17:08,0.0
,0,2019-10-27T18:50,0.0
,0,2019-10-27T20:31,0.0
,0,2019-10-27T22:13,0.0
,0,2019-10-27T23:54,0.0
,0,2019-10-28T01:36,0.0
,0,2019-10-28T03:17,0.0
,0,2019-10-28T04:59,0.0
,0,2019-10-28T06:40,0.0
,0,2019-10-28T08:22,0.0
,0,2019-10-28T10:03,0.0
,0,2019-10-28T11:45,0.0
,0,2019-10-28T13:26,0.0
,0,2019-10-28T15:08,0.0
,0,2019-10-28T16:49,0.0
,0,2019-10-28T18:31,0.0
,0,2019-10-28T20:12,0.0
,0,2019-10-28T21:54,0.0
,0,2019-10-28T23:35,0.0
,0,2019-10-29T01:17,0.0
,0,2019-10-29T02:58,0.0
,0,2019-10-29T04:40,0.0
,0,2019-10-29T06:21,0.0
2.841271692803781e-05,152,2019-10-29T08:03,0.6877828054298643
,0,2019-10-29T09:44,0.0
,0,2019-10-29T11:26,0.0
,0,2019-10-29T13:07,0.0
,0,2019-10-29T14:49,0.0
,0,2019-10-29T16:30,0.0
,0,2019-10-29T18:12,0.0
,0,2019-10-29T19:53,0.0
,0,2019-10-29T21:35,0.0
,0,2019-10-29T23:16,0.0
,0,2019-10-30T00:58,0.0
,0,2019-10-30T02:39,0.0
,0,2019-10-30T04:21,0.0
,0,2019-10-30T06:02,0.0
3.2408105914149764e-05,269,2019-10-30T07:44,1.2171945701357465
,0,2019-10-30T09:25,0.0
,0,2019-10-30T11:07,0.0
,0,2019-10-30T12:48,0.0
,0,2019-10-30T14:30,0.0
,0,2019-10-30T16:11,0.0
,0,2019-10-30T17:53,0.0
,0,2019-10-30T19:34,0.0
,0,2019-10-30T21:15,0.0
,0,2019-10-30T22:57,0.0
,0,2019-10-31T00:38,0.0
,0,2019-10-31T02:20,0.0
,0,2019-10-31T04:01,0.0
,0,2019-10-31T07:24,0.0
,0,2019-10-31T09:06,0.0
,0,2019-10-31T10:47,0.0
,0,2019-10-31T12:29,0.0
,0,2019-10-31T14:10,0.0
,0,2019-10-31T15:52,0.0
,0,2019-10-31T17:33,0.0
,0,2019-10-31T19:15,0.0
,0,2019-10-31T20:56,0.0
,0,2019-10-31T22:38,0.0
,0,2019-11-01T00:19,0.0
,0,2019-11-01T02:01,0.0
,0,2019-11-01T03:42,0.0
,0,2019-11-01T05:24,0.0
,0,2019-11-01T07:05,0.0
,0,2019-11-01T08:47,0.0
,0,2019-11-01T10:28,0.0
,0,2019-11-01T12:10,0.0
,0,2019-11-01T13:51,0.0
,0,2019-11-01T15:33,0.0
,0,2019-11-01T17:14,0.0
,0,2019-11-01T18:56,0.0
,0,2019-11-01T20:37,0.0
,0,2019-11-01T22:19,0.0
,0,2019-11-02T00:00,0.0
,0,2019-11-02T01:42,0.0
,0,2019-11-02T03:23,0.0
,0,2019-11-02T05:57,0.0
,0,2019-11-02T06:46,0.0
,0,2019-11-02T08:28,0.0
,0,2019-11-02T10:09,0.0
,0,2019-11-02T11:51,0.0
,0,2019-11-02T13:32,0.0
,0,2019-11-02T15:14,0.0
,0,2019-11-02T16:55,0.0
,0,2019-11-02T18:37,0.0
,0,2019-11-02T20:18,0.0
,0,2019-11-02T22:00,0.0
,0,2019-11-02T23:41,0.0
,0,2019-11-03T01:23,0.0
,0,2019-11-03T03:04,0.0
,0,2019-11-03T04:46,0.0
,0,2019-11-03T06:27,0.0
2.9746291485159255e-05,247,2019-11-03T08:09,1.1176470588235294
,0,2019-11-03T09:50,0.0
,0,2019-11-03T11:32,0.0
,0,2019-11-03T13:13,0.0
,0,2019-11-03T14:55,0.0
,0,2019-11-03T16:36,0.0
,0,2019-11-03T18:17,0.0
,0,2019-11-03T19:59,0.0
,0,2019-11-03T21:40,0.0
,0,2019-11-03T23:22,0.0
,0,2019-11-04T01:03,0.0
,0,2019-11-04T02:45,0.0
,0,2019-11-04T04:26,0.0
,0,2019-11-04T06:08,0.0
3.8000684386639735e-05,91,2019-11-04T07:49,0.4117647058823529
,0,2019-11-04T09:31,0.0
,0,2019-11-04T11:12,0.0
,0,2019-11-04T12:54,0.0
,0,2019-11-04T14:35,0.0
,0,2019-11-04T16:17,0.0
,0,2019-11-04T17:58,0.0
,0,2019-11-04T19:40,0.0
,0,2019-11-04T21:21,0.0
,0,2019-11-04T23:03,0.0
,0,2019-11-05T00:44,0.0
,0,2019-11-05T02:26,0.0
,0,2019-11-05T04:07,0.0
,0,2019-11-05T05:49,0.0
5.1272604609659206e-05,201,2019-11-05T07:30,0.9095022624434389
,0,2019-11-05T09:12,0.0
,0,2019-11-05T10:53,0.0
,0,2019-11-05T12:35,0.0
,0,2019-11-05T14:16,0.0
,0,2019-11-05T15:58,0.0
,0,2019-11-05T17:39,0.0
,0,2019-11-05T19:21,0.0
,0,2019-11-05T21:02,0.0
,0,2019-11-05T22:44,0.0
,0,2019-11-06T00:25,0.0
,0,2019-11-06T02:07,0.0
,0,2019-11-06T03:48,0.0
,0,2019-11-06T05:30,0.0
4.1052563390211375e-05,84,2019-11-06T07:11,0.38009049773755654
,0,2019-11-06T08:53,0.0
,0,2019-11-06T10:34,0.0
,0,2019-11-06T12:16,0.0
,0,2019-11-06T13:57,0.0
,0,2019-11-06T15:39,0.0
,0,2019-11-06T17:20,0.0
,0,2019-11-06T19:02,0.0
,0,2019-11-06T20:43,0.0
,0,2019-11-06T22:25,0.0
,0,2019-11-07T00:06,0.0
,0,2019-11-07T01:48,0.0
,0,2019-11-07T03:29,0.0
,0,2019-11-07T05:11,0.0
2.7677800771677103e-05,167,2019-11-07T06:52,0.755656108597285
2.0732496362352517e-05,249,2019-11-07T08:34,1.1266968325791855
,0,2019-11-07T10:15,0.0
,0,2019-11-07T11:57,0.0
,0,2019-11-07T13:38,0.0
,0,2019-11-07T15:20,0.0
,0,2019-11-07T17:01,0.0
,0,2019-11-07T18:42,0.0
,0,2019-11-07T20:24,0.0
,0,2019-11-07T22:05,0.0
,0,2019-11-07T23:47,0.0
,0,2019-11-08T01:28,0.0
,0,2019-11-08T03:10,0.0
,0,2019-11-08T04:51,0.0
,0,2019-11-08T06:33,0.0
2.2340983185827064e-05,264,2019-11-08T08:14,1.1945701357466063
,0,2019-11-08T09:56,0.0
,0,2019-11-08T11:37,0.0
,0,2019-11-08T13:19,0.0
,0,2019-11-08T15:00,0.0
,0,2019-11-08T16:42,0.0
,0,2019-11-08T18:23,0.0
,0,2019-11-08T20:05,0.0
,0,2019-11-08T21:46,0.0
,0,2019-11-08T23:28,0.0
,0,2019-11-09T01:09,0.0
,0,2019-11-09T02:51,0.0
,0,2019-11-09T04:32,0.0
,0,2019-11-09T06:14,0.0
7.506959763967189e-05,269,2019-11-09T07:55,1.2171945701357465
,0,2019-11-09T09:37,0.0
,0,2019-11-09T11:18,0.0
,0,2019-11-09T13:00,0.0
,0,2019-11-09T14:41,0.0
,0,2019-11-09T16:23,0.0
,0,2019-11-09T18:04,0.0
,0,2019-11-09T19:46,0.0
,0,2019-11-09T21:27,0.0
,0,2019-11-09T23:09,0.0
,0,2019-11-10T00:50,0.0
,0,2019-11-10T02:32,0.0
,0,2019-11-10T04:13,0.0
,0,2019-11-10T05:55,0.0
5.348397727103424e-05,269,2019-11-10T07:36,1.2171945701357465
,0,2019-11-10T09:18,0.0
,0,2019-11-10T10:59,0.0
,0,2019-11-10T12:41,0.0
,0,2019-11-10T14:22,0.0
,0,2019-11-10T16:04,0.0
,0,2019-11-10T17:45,0.0
,0,2019-11-10T19:27,0.0
,0,2019-11-10T21:08,0.0
,0,2019-11-10T22:50,0.0
,0,2019-11-11T00:31,0.0
,0,2019-11-11T02:13,0.0
,0,2019-11-11T03:54,0.0
,0,2019-11-11T05:36,0.0
4.992538645244739e-05,269,2019-11-11T07:17,1.2171945701357465
,0,2019-11-11T08:59,0.0
,0,2019-11-11T10:40,0.0
,0,2019-11-11T12:22,0.0
,0,2019-11-11T14:03,0.0
,0,2019-11-11T15:45,0.0
,0,2019-11-11T17:26,0.0
,0,2019-11-11T19:08,0.0
,0,2019-11-11T20:49,0.0
,0,2019-11-11T22:31,0.0
,0,2019-11-12T00:12,0.0
,0,2019-11-12T01:53,0.0
,0,2019-11-12T03:35,0.0
,0,2019-11-12T05:16,0.0
,0,2019-11-12T06:58,0.0
,0,2019-11-12T08:39,0.0
,0,2019-11-12T10:21,0.0
,0,2019-11-12T13:44,0.0
,0,2019-11-12T15:25,0.0
,0,2019-11-12T17:07,0.0
,0,2019-11-12T18:48,0.0
,0,2019-11-12T20:30,0.0
,0,2019-11-12T22:11,0.0
,0,2019-11-12T23:53,0.0
,0,2019-11-13T01:34,0.0
,0,2019-11-13T03:16,0.0
,0,2019-11-13T04:57,0.0
,0,2019-11-13T06:39,0.0
,0,2019-11-13T08:20,0.0
,0,2019-11-13T10:02,0.0
,0,2019-11-13T11:43,0.0
,0,2019-11-13T13:25,0.0
,0,2019-11-13T15:06,0.0
,0,2019-11-13T16:48,0.0
,0,2019-11-13T18:29,0.0
,0,2019-11-13T20:11,0.0
,0,2019-11-13T21:52,0.0
,0,2019-11-13T23:34,0.0
,0,2019-11-14T01:15,0.0
,0,2019-11-14T02:57,0.0
,0,2019-11-14T04:38,0.0
,0,2019-11-14T06:20,0.0
4.9861659303803734e-05,269,2019-11-14T08:01,1.2171945701357465
,0,2019-11-14T09:43,0.0
,0,2019-11-14T11:24,0.0
,0,2019-11-14T13:06,0.0
,0,2019-11-14T14:47,0.0
,0,2019-11-14T16:29,0.0
,0,2019-11-14T18:10,0.0
,0,2019-11-14T19:52,0.0
,0,2019-11-14T21:33,0.0
,0,2019-11-14T23:15,0.0
,0,2019-11-15T00:56,0.0
,0,2019-11-15T02:38,0.0
,0,2019-11-15T04:19,0.0
,0,2019-11-15T06:01,0.0
5.065825520499505e-05,73,2019-11-15T07:42,0.33031674208144796
,0,2019-11-15T09:24,0.0
,0,2019-11-15T11:05,0.0
,0,2019-11-15T12:47,0.0
,0,2019-11-15T14:28,0.0
,0,2019-11-15T16:10,0.0
,0,2019-11-15T17:51,0.0
,0,2019-11-15T19:33,0.0
,0,2019-11-15T21:14,0.0
,0,2019-11-15T22:56,0.0
,0,2019-11-16T00:37,0.0
,0,2019-11-16T02:19,0.0
,0,2019-11-16T04:00,0.0
,0,2019-11-16T05:42,0.0
4.785689252380995e-05,269,2019-11-16T07:23,1.2171945701357465
,0,2019-11-16T09:04,0.0
,0,2019-11-16T10:46,0.0
,0,2019-11-16T12:27,0.0
,0,2019-11-16T14:09,0.0
,0,2019-11-16T15:50,0.0
,0,2019-11-16T17:32,0.0
,0,2019-11-16T19:13,0.0
,0,2019-11-16T20:55,0.0
,0,2019-11-16T22:36,0.0
,0,2019-11-17T00:18,0.0
,0,2019-11-17T01:59,0.0
,0,2019-11-17T03:41,0.0
,0,2019-11-17T05:22,0.0
3.3274970823449524e-05,241,2019-11-17T07:04,1.090497737556561
,0,2019-11-17T08:45,0.0
,0,2019-11-17T10:27,0.0
,0,2019-11-17T12:08,0.0
,0,2019-11-17T15:31,0.0
,0,2019-11-17T17:13,0.0
,0,2019-11-17T18:54,0.0
,0,2019-11-17T20:36,0.0
,0,2019-11-17T22:17,0.0
,0,2019-11-17T23:59,0.0
,0,2019-11-18T01:40,0.0
,0,2019-11-18T03:22,0.0
,0,2019-11-18T05:03,0.0
,0,2019-11-18T06:45,0.0
4.895104129175557e-05,269,2019-11-18T08:26,1.2171945701357465
,0,2019-11-18T10:08,0.0
,0,2019-11-18T11:49,0.0
,0,2019-11-18T13:31,0.0
,0,2019-11-18T15:12,0.0
,0,2019-11-18T16:54,0.0
,0,2019-11-18T18:35,0.0
,0,2019-11-18T20:17,0.0
,0,2019-11-18T21:58,0.0
,0,2019-11-18T23:40,0.0
,0,2019-11-19T01:21,0.0
,0,2019-11-19T03:03,0.0
,0,2019-11-19T04:44,0.0
,0,2019-11-19T06:26,0.0
6.716209736850443e-05,269,2019-11-19T08:07,1.2171945701357465
,0,2019-11-19T09:49,0.0
,0,2019-11-19T11:30,0.0
,0,2019-11-19T13:12,0.0
,0,2019-11-19T14:53,0.0
,0,2019-11-19T16:35,0.0
,0,2019-11-19T18:16,0.0
,0,2019-11-19T19:58,0.0
,0,2019-11-19T21:39,0.0
,0,2019-11-19T23:21,0.0
,0,2019-11-20T01:02,0.0
,0,2019-11-20T02:44,0.0
,0,2019-11-20T04:25,0.0
,0,2019-11-20T06:07,0.0
6.419892238796101e-05,268,2019-11-20T07:48,1.2126696832579185
,0,2019-11-20T09:30,0.0
,0,2019-11-20T11:11,0.0
,0,2019-11-20T12:53,0.0
,0,2019-11-20T14:34,0.0
,0,2019-11-20T16:16,0.0
,0,2019-11-20T17:57,0.0
,0,2019-11-20T19:39,0.0
,0,2019-11-20T21:20,0.0
,0,2019-11-20T23:02,0.0
,0,2019-11-21T00:43,0.0
,0,2019-11-21T02:25,0.0
,0,2019-11-21T04:06,0.0
,0,2019-11-21T05:48,0.0
4.8928143738570176e-05,186,2019-11-21T07:29,0.8416289592760181
,0,2019-11-21T09:10,0.0
,0,2019-11-21T10:52,0.0
,0,2019-11-21T12:33,0.0
,0,2019-11-21T14:15,0.0
,0,2019-11-21T15:56,0.0
,0,2019-11-21T17:38,0.0
,0,2019-11-21T19:19,0.0
,0,2019-11-21T21:01,0.0
,0,2019-11-21T22:42,0.0
,0,2019-11-22T00:24,0.0
,0,2019-11-22T02:05,0.0
,0,2019-11-22T03:47,0.0
,0,2019-11-22T05:28,0.0
4.909159967754763e-05,212,2019-11-22T07:10,0.9592760180995475
,0,2019-11-22T08:51,0.0
,0,2019-11-22T10:33,0.0
